code	producer_version_id	lc	product_name_de	product_name_en	product_name_fr	product_name_it	generic_name_de	generic_name_en	generic_name_fr	generic_name_nl	quantity	serving_size	packaging	packaging_tags	packaging_text_de	packaging_text_en	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	calcium_value	calcium_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	conservation_conditions_fr	preparation_fr	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:partyName	data_sources
9010437002486		de	popcorn								1pcs						clever	clever						Deutschland	en:germany			0																			100g	100g																																																						unknown			unknown		1		-5	-15	1	0												App - Speisekammer, Apps
4270002566903		de	Kirmes popcorn zucker																					Deutschland	en:germany			0																			100g	100g			384	kcal	3.8	g	0.5	g	78.6	g	49.5	g			4.3	g	0	g	0	g			384	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
7613312358641		fr	PopCorn		PopCorn						1pcs						M Classic	m-classic		Snacks, Popcorn	en:snacks,en:popcorn			Allemagne	en:germany			0										popcorn mais zubereitung: eine möglichst breite pfanne (antihaftbe - schichtet) erhitzen, 30 (2 esslöffel) popcorn-mais hineinstreuen und sofort zudecken, bei kleinem feuer warten, bis alle körner afgesprungen sind (2-3 mi - nuten), in eine schüssel geben und nach belieben mit salz oder zuckerreden, mais pour popcorn preparation: make expensive a fairly large pan (nonstick), pour 30g (2 c,  soup) corn for popcorn and cover immediately, wait over low heat until all the grains have burst (2 to 3 minutes), pour into a dish and sprinkle with salt or sugar according to your taste, mais per popcorn preparazione: riscaldare bene una padella larga e con rivestimento antiaderente, cospargere con 30g (2 cuc chiai) di mais per popcorn e coprire immediatamente,  a fuoco basso, attendere fino a che tutti i chicchi sono scoppiati (2-3 minuti), versare in una ciotola e cospar - gere con sale o zucchero a piacere, trocken und bei raumtemperatur auf - bewahren, store dry and room temperature, | conservare in tuogo asciutto e a temperatura ambiente, e 500g data ausser reichweite von kindern lagern, keep out of reach of children, conservare fuori dalla portata dei bambini, best before (see side) da consumarst preferibilmente entro il (vedi lato)	"Popcorn Mais Zubereitung: Eine möglichst breite Pfanne (antihaftbe - schichtet) erhitzen, 30 (2 Esslöffel) Popcorn-Mais hineinstreuen und sofort zudecken, Bei kleinem Feuer warten, bis alle Körner afgesprungen sind (2-3 Mi - nuten), In eine Schüssel geben und nach Belieben mit Salz oder Zuckerreden, Mais pour popcorn Préparation: faire cher une poêle assez grande (antiadhésive), verser 30g (2 c, à soupe) de maïs pour popcorn et couvrir immédiatement, Attendre à feu doux jusqu'à ce que tous les grains aient éclaté (2 à 3 minutes), Verser dans un plat et saupoudrer de sel ou de sucre selon votre goût, Mais per popcorn Preparazione: riscaldare bene una padella larga e con rivestimento antiaderente, cospargere con 30g (2 cuc chiai) di mais per popcorn e coprire immediatamente, A fuoco basso, attendere fino a che tutti i chicchi sono scoppiati (2-3 minuti), Versare in una ciotola e cospar - gere con sale o zucchero a piacere, Trocken und bei Raumtemperatur auf - bewahren, Conserver au sec et à température ambiante, | Conservare in tuogo asciutto e a temperatura ambiente, e 500g data Ausser Reichweite von Kindern lagern, Conserver hors de la portée des enfants, Conservare fuori dalla portata dei bambini, A consommer de préférence avant le (voir sur le côté) Da consumarst preferibilmente entro il (vedi lato)"								100g	100g			337	kcal	4.2	g	0.5	g	59	g	0.6	g	0.5	g	13	g	9.3	g	3.72	g			337	kcal																														unknown	d	14	b	70	1	9230	-5	-15	1	0												App - Speisekammer, Apps, App - Yuka, App - InFood
4063367147500		de	"Knuspriges Popcorn süß"				"Süßes Popcorn"				120 g	60g	Metall, Wiederverwertbare Metalle, Aluminium, Tüte, Alutüte	en:metal,en:recyclable-metals,en:aluminium,en:bag,de:alutüte			K-Classic,Kaufland	k-classic,kaufland		"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, Samen, Süßer Snack, Getreideprodukte, Süßwaren, Getreidekörner, Mais, Popcorn, Süßes Popcorn"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:seeds,en:sweet-snacks,en:cereals-and-their-products,en:confectioneries,en:cereal-grains,en:corn,en:popcorn,en:sugared-popcorn	Nutriscore, Nutriscore D	en:nutriscore,en:nutriscore-grade-d	Deutschland	en:germany	Kaufland	kaufland	0					Deutschland,XOX Gebäck GmbH,31867 Lauenau	deutschland,xox-geback-gmbh,31867-lauenau			Maiskörner (50 %), Zucker (36%), Glukose-Fruktose-Sirup, Sonnenblumenöl (4 %), Emulgator: Lecithine.										100g	100g	1742	kJ	413	kcal	7.5	g	1.2	g	78	g	52	g	4.5	g	0	g	0	g	0	g			1742	kJ																											en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	12	a	82		9230	-5	-3	0	0												App - Yuka, Apps, App - Open Food Facts
4063367165474		en		Popcorn								50.0g					Kaufland	kaufland						Germany	en:germany			0																			100g	100g			336	kcal	4	g	0.5	g	58	g	2.90000009536743	g	14	g	10	g							336	kcal																														unknown			unknown		1		-5	-15	1	0												
4001242005194		de	"Chio Mikrowellen Popcorn Süß"	"Mikrowellen Popcorn Süß"			Popcorn-Mais für die Mikrowelle mit Zucker	Popcorn-Maize for the microwave with sugar			100g	30g	Tüte, Packung(en)	en:bag,de:packung-en			Chio	chio		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn	Glutenfrei	en:no-gluten	Deutschland	en:germany			0									"Mais (63 %), Dextrose, Zucker, Salfett, Sonnenblumenöl, Überzugsmittel (Isomalt), Aroma, Emulgator (Sonnenblumenlecithine)."	Maize (63 %), Dextrose, Sugar, Sal Fat, Sunflower Oil, Glazing Agent (Isomalt), Flavouring, Emulsifier (Sunflower Lecithins).									100g	100g	1556	kJ	372	kcal	15	g	4.9	g	51	g	20	g	9.1	g	5.7	g	0.01	g	0.004	g			1556	kJ																													4	en:4-ultra-processed-food-and-drink-products	c	7	b	75		9230	-5	-10	0	0												App - yuka, Apps, App - off, App - Open Food Facts, App - Speisekammer
4260466770275		de	Popcorn Bakery Caramel & Seasalt 100g																			Ohne künstliche Aromen, Ohne Konservierungsstoffe	en:no-artificial-flavors,en:no-preservatives	Deutschland	en:germany			0																			100g	100g			422	kcal	11.3	g	3.9	g	76	g	58.2	g	2.3	g	2.6	g	0.3	g	0.12	g			422	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4001242003633		de	Popcorn Toffee Karamell								120 g	30g					Chio	chio		"Imbiss, Popcorn, en:Imbiss, en:Süßer Snack"	en:snacks,en:popcorn,en:imbiss,en:susser-snack	Glutenfrei, en:Made in the EU, Mit Sonnenblumenöl	en:no-gluten,en:made-in-the-eu,en:with-sunflower-oil	Deutschland	en:germany			0									D) POPCORN MIT KARAMELLISIERTEM ZUCKER : Glukose-Fruktose-Sirup, Mais, brauner Zucker, Sonnenblumenöl Karamellzuckersirup, tmulgator (Sonnenblumenlecithine) (GB) POPCORN WITH CARAMELIZED SUGAR INGREDIENTS: Glucose-fructose syrup, maize, brown sugar, sunflower oil, caramelized sugar syrup, emulsifier (sunflower lecithins).										100g	100g	1827	kJ	432	kcal	5.9	g	0.7	g	89	g	52	g			3.8	g	0.28	g	0.112	g			1827	kJ																													4	en:4-ultra-processed-food-and-drink-products	d	16	b	70	1	9230	-5	-15	1	0												App - yuka, Apps, App - Open Food Facts, App - Speisekammer
4316268387729		de	"Popcorn süß"								200 g		Gelber Sack / Tonne	de:gelber-sack-tonne			American Style	american-style		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany	Netto Marken-Discount	netto-marken-discount	0									67% Mais, 29% Zucker, Palmfett.									null	100g	100g			406	kcal	5	g	2	g	75	g	28	g	14.5	g	6.4	g	0	g	0	g			406	kcal																													3	en:3-processed-foods	c	7	b	65		9230	-5	-10	0	0	-10											App - yuka, Apps, App - smoothie-openfoodfacts
4000286221737		de	Popcorn-Mais		Popcorn, einfach selbst gemacht		Popcorn-Mais				450g	50g	en:Kunststoff, en:PP - Polypropylen, en:Tüte	en:kunststoff,en:pp-polypropylen,en:tute	1 farbige durchsichtige 500 g-PP-Tüte zum Wegwerfen		Müller's Mühle, Müller's Mühle	muller-s-muhle,muller-s-muhle		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, Samen, Getreideprodukte, Getreidekörner, Mais, Popcorn	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:corn,en:popcorn	Vegetarisch, Vegan, en:Vegetarisch	en:vegetarian,en:vegan,en:vegetarisch	Deutschland, en:Deutschland, en:Frankreich, en:Schweiz	en:germany,en:deutschland,en:frankreich,en:schweiz			0					Deutschland	deutschland			Mais 100%							"en:en:gluten  en:sesame-seeds  en:soybeans"	en:en-gluten-en-sesame-seeds-en-soybeans		100g	100g	1443	kJ	342	kcal	3.3	g	0.5	g	63	g	0.8	g			10	g	0.01	g	0.004	g			1443	kJ																										https://www.muellers-muehle.de/de/produkte/produkt/popcorn-mais	en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	b	77		9230	-5	-8	0	0												App - yuka, Apps, Database - FoodRepo / openfood.ch, Databases, App - Speisekammer
7627534410148		fr			microwave popcorn						100g	30 g	3 pack (sachets)	fr:3-pack-sachets			Coop Qualité & Prix, Coop Qualité & Prix, Coop Qualité & Prix, Coop Qualité & Prix	coop-qualite-prix,coop-qualite-prix,coop-qualite-prix,coop-qualite-prix		Snacks, Snacks salés, Popcorn, Popcorn salé	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn	Fabriqué en France	en:made-in-france	Allemagne, Suisse	en:germany,en:switzerland			0										corn 84%, oleic sunflower oil (oleic sunflower oil, emulsifier [e 471], antioxidant [e 392]), cooking salt 2%,	Maïs 84%, huile de tournesol oléique (huile de tournesol oléique, émulsifiant [E 471], antioxydant [E 392]), sel de cuisine 2%,							off	100g	100g	1540	kJ	369	kcal	17	g	4.3	g	41	g	0	g	10	g	7.9	g	2	g	0.8	g			1540	kJ																											en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	4	en:4-ultra-processed-food-and-drink-products	d	11	b	75		9230	-5	-10	0	0												App - yuka, Apps, App - Open Food Facts, App - Speisekammer, App - InFood
7627534410162		fr			Microwave PopCorn						10pcs													Allemagne, Suisse	en:germany,en:switzerland			0																			100g	100g			396	kcal	17	g	4.3	g	41	g	0	g	10	g	7.9	g	2	g	0.8	g			396	kcal																														unknown			unknown		1		-5	-15	1	0												App - yuka, Apps, App - Speisekammer
20141486		en		Mikrowellen Popcorn	Pop-corn				Pop-corn		3pcs	30g	Container, fr:sachet-plastique	en:container,fr:sachet-plastique			Mcennedy	mcennedy		Snacks, Salty snacks, Sweet snacks, Appetizers, Popcorn, Sugared popcorn	en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:popcorn,en:sugared-popcorn			France, Germany, En	en:france,en:germany,en:en	Lidl	lidl	0										grains of corn(72%), sugar(20%), vegetable fat, antioxidant : extract rich in tocopherols, fatty acid esters of ascorbic acid,	Grains de maïs (72%), sucre (20%), matière grasse végétale, antioxydants : extrait riche en tocophérols, esters d'acides gras de l'acide ascorbique.								100g	100g			421	kcal	8	g	4.8	g	72.5	g	23.8	g	3.1	g	9.6	g	0.05	g	0.02	g			421	kcal																											en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	d	11	b	70		9230	-5	-15	1	0												App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer
9010437000529		de	Microwellen Popcorn								225g						Billa	billa		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0									Mais 96 %, Salz, Emulgator (Lecithine).									null	100g	100g	1354	kj	322	kcal	3.8	g	0.5	g	55	g	0.9	g	13.1	g	10	g	4	g	1.6	g			1354	kj																													4	en:4-ultra-processed-food-and-drink-products	c	9	b	70	1	9230	-5	-15	1	0												App - Speisekammer, Apps, App - smoothie-openfoodfacts
04783862		de	Classic Popcorn sweet								180 g		Kunststoff, PP - Polypropylen, Kunststoff Tüte	en:plastic,en:pp-polypropylene,de:kunststoff-tüte			Stenger	stenger		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn	Vegetarisch, Glutenfrei, Gentechnikfrei, Vegan, Grüner Punkt, Laktosefrei, Ohne Palmöl, Ohne Konservierungsstoffe, Healthy Choice less sugar, Ohne Glukose	en:vegetarian,en:no-gluten,en:no-gmos,en:vegan,en:green-dot,en:no-lactose,en:no-palm-oil,en:no-preservatives,de:healthy-choice-less-sugar,de:ohne-glukose	Deutschland	en:germany	Globus	globus	0					Mayen,Deutschland	mayen,deutschland			"Mais 74%, Zucker pflanzliches Öl (Rapsöl)."										100g	100g	1630	kJ			6.4	g	0.3	g	75	g	24	g			7	g	0.1	g	0.04	g			1630	kJ																													3	en:3-processed-foods	c	5	b	77		9230	-5	-8	0	0												App - Open Food Facts, Apps
4031446425115		de	Popcorn Karamell								200 g		Kunststoff	en:plastic			xox Snack, XOX Gebäck GmbH	xox-snack,xox-geback-gmbh		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn	Ohne künstliche Aromen, Hergestellt in Deutschland, Ohne künstliche Farbstoffe, Keine künstlichen Farbstoffe oder Aromen	en:no-artificial-flavors,en:made-in-germany,en:no-artificial-colors,en:no-artificial-colours-or-flavours	Deutschland	en:germany			0									46% Zucker, 34% Maiskörner, Glukose-Fruktose - Sirup, Sonnenblumenöl, Emulgator: Lecithine										100g	100g			415	kcal	6.2	g	0.7	g	89	g	57	g			3.8	g	0	g	0	g			415	kcal																													4	en:4-ultra-processed-food-and-drink-products	d	15	b	75		9230	-5	-10	1	0												App - Yuka, Apps
4305615847429		de	Popcorn														Rossmann	rossmann						Deutschland	en:germany			0																			100g	100g			572	kcal	40	g	7.8	g	39	g	21	g			10	g	0.48	g	0.192	g			572	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4063367341175		en		Mikrowellen Popcorn (Salzig)							3x100g						K-Classic	k-classic				Nutriscore, Nutriscore Grade D	en:nutriscore,en:nutriscore-grade-d	Germany	en:germany	Kaufland	kaufland	0																		null	100g	100g	1763	kj	422	kcal	19	g	4.6	g	48	g	0.8	g	10	g	9.6	g	1.6	g	0.64	g			1763	kj																														unknown			unknown		1		-5	-15	1	0												App - smoothie-openfoodfacts, Apps
8714601010017		en		Pop Corn Doux	Pop Corn Doux						300g	100g	fr:Boîte en carton	fr:boite-en-carton						Snacks, Sweet snacks, Popcorn, Sugared popcorn	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Belgium, France, Germany	en:belgium,en:france,en:germany	Action	action	0					Pays-Bas	pays-bas				popcorn (81%), partially hydrogenated palm oil (17,5%), sweetener (e955), sugar	Maïs a popcorn (81%), partiellement hydrogénés huile de palme (17,5%), édulcolorant (E955), sucre								100g	100g			439	kcal	17	g	8	g	58	g	10.8	g	9	g	9	g	0	g	0	g			439	kcal																													4	en:4-ultra-processed-food-and-drink-products	c	9	b	74		9230	-5	-1	0	0	-10											App - off, App - yuka, Apps, App - InFood, App - Speisekammer
4061458007917		de	Bio Mini-Maiswaffeln - Popcorn	Mini Maiswaffeln							45 g	20g	Folien-Beutel	de:folien-beutel			Gut bio	gut-bio		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Gepuffte Getreidewaffeln, Gepuffte Maiswaffeln	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:puffed-cereal-cakes,en:puffed-corn-cakes	"Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Vegan, BE-BIO-02, Gentechnikfrei, Ohne Gentechnik"	en:organic,en:vegetarian,en:eu-organic,en:no-gluten,en:vegan,en:be-bio-02,en:no-gmos,en:ohne-gentechnik	Deutschland, Schweiz	en:germany,en:switzerland	Aldi Süd,Aldi Nord	aldi-sud,aldi-nord	0									Mais 92 %, Rohrzucker, Aroma	bo-maiswaffeln utaten: corn&quot;92%, cane sugar&quot;, aroma, us controlled organic farming, gluten-free, may contain traces of milk and sesame,						Milch, Sesam	en:milk,en:sesame-seeds		100g	100g	1636	kJ	385	kcal	0.6	g	0	g	88	g	8.2	g			6	g	0	g	0	g			1636	kJ																											en:cereals	en:cereals-and-potatoes,en:cereals	4	en:4-ultra-processed-food-and-drink-products	b	2	a	92		7353	-5	-10	0	15												App - waistline, Apps, App - yuka, App - InFood, App - Open Food Facts
4270000387722		de	"let‘s popcorn"								80g						komomo	komomo						Deutschland	en:germany			0																			100g	100g																																																						unknown			unknown		1		-5	-15	1	0												App - Speisekammer, Apps
4250221300335		de	Cinema Popcorn salzig																					Deutschland	en:germany			0																			100g	100g			475	kcal	24	g	2	g	51	g	2.3	g			8.4	g	1.8	g	0.72	g			475	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4039401020016		de	Karls Popcorn Manufaktur Blaubeere														Karls	karls						Deutschland	en:germany			0																			100g	100g			388	kcal	11	g	1.2	g	70.3	g	32.8	g			4	g							388	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
0028190007791		en	Microwave PopCorn Cheese Flavour	Ultimate cheddar microwave popcorn, ultimate cheddar	Microwave popcorn cheese flavour		Mikrowellen Popcorn Käse Geschmack				3 x 100 g	2 Tbsp (33 g)	Cardboard, Non-corrugated cardboard, Paperboard	en:cardboard,en:non-corrugated-cardboard,en:paperboard			Jolly Time	jolly-time	American Pop Corn Company	Snacks, Salty snacks, Popcorn, Salted popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn	No gluten	en:no-gluten	Germany, Spain, United States	en:germany,en:spain,en:united-states	HIT,REWE	hit,rewe	0					USA	usa			Popcorn-Mais (61%), Palmöl, Salz, Käsearoma (enthält Milch, Senf und Soja), Farbstoffe (Annatto, Paprikaextrakt), Geschmacksverstärker (E621, E635), Emulgator Sojalecithine, Antioxidationsmittel (E300, E392).	Pop Corn (61%), Palm Oil, Salt, Flavouring (contains milk, mustard and soy), Colour (E160b, E160c), Flavour Enhancer (E621, E635), Emulsifier (Soy Lecithin), Antioxidant (E300, E392).	Mais Soufflé (61%), Huile de Palme, Sel, Arômes de Fromage (contient lait, moutarde, soja), Colorant (E160b, E160c), Exhausteur de goût (E621,E635), Emùlsifiant (Lécithine de Soja), Antioxydants (E300, E392).			Milk, Mustard, Soybeans	en:milk,en:mustard,en:soybeans				100g	100g	2269	kJ	546	kcal	36.5	g	18.1	g	41.9	g	0.5	g	11.3	g	6.8	g	3.1	g	1.24	g			2269	kJ					0	g	0	mg	0	IU	0	mg	0	mg	2.18	mg										https://www.jollytime.com/popcorn-products/sweet-savory/big-cheez-cheddar-flavor	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	4	en:4-ultra-processed-food-and-drink-products	e	21	b	74		9230	-5	-1	0	0	-10	2019-10-26T00:00:00Z	Popcorn, Peanuts, Seeds & Related Snacks	LI	621288	2019-10-26T00:00:00Z	2019-12-06T00:00:00Z					App - yuka, Apps, Databases, database-usda, App - El CoCo, App - InFood, Database - USDA NDB
4270002566927		de	Knackiges Popcorn gesalzen																					Deutschland	en:germany			0																			100g	100g			342	kcal	6.8	g	0.9	g	53.6	g	0.8	g			7.8	g	7.4	g	2.96	g			342	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4270000387715		de	"Let‘s Popcorn - Caramel Biscuit"								100 g		Kunststoff	en:plastic			Kamomo,Let's Popcorn	kamomo,let-s-popcorn		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn	Hergestellt in Deutschland	en:made-in-germany	Deutschland	en:germany			0					Deutschland	deutschland			"Karamellzucker (enthält: Sojaöl), Mais, Zucker, Karamellsirup, Butter, Weizenmehl, pflanzliche Öle (Palm, Raps), Kandisirup, Backtriebmittel: Natriumhydrogencarbonat, Sojamehl, Zimt, Emulgator: Sojalecithin, Kakaomasse, Vollmilchpulver 13%, fettarmes Kakaopulver, Säuerungsmittel: Citronensäure, Überzugsmittel: Gummi arabicum, Salz, Aroma"					Gluten, Milch, Soja	en:gluten,en:milk,en:soybeans				100g	100g	1933	kJ	461	kcal	19.7	g	8.5	g	68.4	g	36.9	g			2.4	g	0.7	g	0.28	g			1933	kJ																													4	en:4-ultra-processed-food-and-drink-products	e	24	b	65		9230	-5	-10	1	0	-10											App - Yuka, Apps, App - Open Food Facts
8713276001160		fr	Tabasco® Sweet Chili Cheese Popcorn		Sweet Chili Cheese Popcorn with  Brand Seasoning						90 g	20 g	Plastique, PP - Polypropylène	en:plastic,en:pp-polypropylene	"05 PP   ♷"		"JIMMY’s"	jimmy-s		Snacks, Snacks salés, Popcorn, Popcorn salé	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn			France, Allemagne	en:france,en:germany			0					Niederlande	niederlande			Mais, Pflanzenöl (Palm), Zucker, Käsegeschmack (13%) (Maisstärke, Laktose (_Milch_), Salz, Puderzucker, natürliche Geschmacksstoffe: _Milch_ (enthält Butter), Zwiebeln, Knoblauchpulver, Farbstoffe: Paprikaextrakt, Säurungsmittel: Milchsäure, Antioxidant: Rosmarinextrakt), Tabasco® brand Spray Dry Flavoring (1,3%) (Tabasco® brand Pepper Sauce (destillierter Essig, roter Pfeffer, Salz), Maltodextrin).					Lait	en:milk				100g	100g	1794	kJ	427	kcal	21.3	g	7.5	g	59.5	g	18.3	g	6.9	g	6	g	2.6	g	1.04	g			1794	kJ																										https://jimmys.eu/en/popcorn/tabasco-popcorn/#Product1	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products		unknown	e	21	b	77		9230	-5	-8	0	0												App - yuka, Apps
4039401012660		de	Popcorn Karls Schokolade																					Deutschland	en:germany			0																			100g	100g			384	kcal	8.2	g	3.3	g	71.2	g	30.4	g	1.5	g	4	g	4	g	1.6	g			384	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4311501742419		de	Popcorn														Edeka	edeka						Deutschland	en:germany			0																			100g	100g			430	kcal	16.7	g	7.6	g	57	g	12	g	9.6	g	8.2	g	0	g	0	g			430	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4001242004197		de	Mikrowellen Popcorn Salzig	Mikrowellen Popcorn Salzig			Popcorn-Mais für die Mikrowelle, gesalzen	Popcorn-Maize for the microwave, salted			100 g	30g	Packung(en)	de:packung-en			Chio	chio		Imbiss, Popcorn	en:snacks,en:popcorn	en:Made in the EU	en:made-in-the-eu	Deutschland	en:germany			0									Mais (84 %), Salfett, Sonnenblumenöl, Speisesalz, Emulgator (Sonnenblumenlecithine).	Maize (84 %), Sal Fat, Sunflower Oil, Salt, Emulsifier (Sunflower Lecithins).									100g	100g	1704	kJ	407	kcal	17	g	5	g	51	g	1.2	g	8.8	g	8.5	g	2	g	0.8	g			1704	kJ																													4	en:4-ultra-processed-food-and-drink-products	d	12	b	75		9230	-5	-10	0	0												App - yuka, Apps, App - InFood, App - Open Food Facts
4337256269933		de	Popcorn karamellisiert				Popcorn karamellisiert				200 g		Kunststoff, PP - Polypropylen	en:plastic,en:pp-polypropylene			ja!	ja		"Imbiss, Süßer Snack, Popcorn, en:Popcorn with caramel"	en:snacks,en:sweet-snacks,en:popcorn,en:popcorn-with-caramel	Nutriscore, Nutriscore D	en:nutriscore,en:nutriscore-grade-d	Deutschland	en:germany	REWE	rewe	0									Zucker 46%, Maiskörner 34%, Glukose-Fruktose-Sirup, Sonnenblumenöl 4,6 %, Emulgator (Lecithine).										100g	100g	1752	kJ	415	kcal	6.2	g	0.7	g	83.9	g	57.3	g			3.8	g	0	g	0	g			1752	kJ																													4	en:4-ultra-processed-food-and-drink-products	d	15	b	65		9232	-5	-8	0	0												
4056489038948		en		White chocolate popcorn cheese cake flavour								100.0g					McEnnedy	mcennedy						Germany	en:germany			0																			100g	100g			509	kcal	26.9	g	15.8	g	60.3	g	47.1	g			5.6	g	0.2	g	0.08	g			509	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4250221300267		de	Popcorn								1pcs						Popcorn	popcorn						Deutschland	en:germany			0																			100g	100g																																																						unknown			unknown		1		-5	-15	1	0												App - Speisekammer, Apps
4041500290023		de	Sweet Popcorn								700ml						Berentzen	berentzen		Getränke	en:beverages			Deutschland	en:germany			0																			100g	100g																																																						unknown			unknown		1		-5	-15	1	0												App - Speisekammer, Apps
