code	producer_version_id	lc	product_name_de	product_name_en	product_name_fr	product_name_it	generic_name_de	generic_name_en	generic_name_fr	generic_name_nl	quantity	serving_size	packaging	packaging_tags	packaging_text_de	packaging_text_en	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	calcium_value	calcium_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	conservation_conditions_fr	preparation_fr	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:partyName	data_sources
4039401024397		de	Feenzauber Himbeer Karamell				Popcorn				70 g		Tüte	en:bag			Karls	karls		Imbiss, Popcorn	en:snacks,en:popcorn	Ohne Konservierungsstoffe	en:no-preservatives	Deutschland	en:germany			0									Mais, Invertzucker, Zucker, BUTTER, Rapsöl, Aroma Salz, Farbstoff: Brilliantblau, SOJALECITHIN.					Milch, Soja	en:milk,en:soybeans				100g	100g	1812	kJ	431	kcal	13	g	1.5	g	71.6	g	36.1	g	4.5	g	4.7	g	0.1	g	0.04	g			1812	kJ																													4	en:4-ultra-processed-food-and-drink-products	c	10	b	75		9230	-5	-10	0	0												
4260509930048		de	Taxi Marrakech				Popcorn mit Curcuma & Zitrone				50 g	50 g	Kunststoff, Andere Kunststoffe	en:plastic,en:other-plastics			Wildcorn	wildcorn		Imbiss, Popcorn	en:snacks,en:popcorn	"Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-013, EG-Öko-Verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, Hergestellt in Deutschland, Ohne Zuckerzusatz"	en:organic,en:vegetarian,en:eu-organic,en:non-eu-agriculture,en:vegan,en:de-oko-013,en:eg-oko-verordnung,en:eu-agriculture,en:eu-non-eu-agriculture,en:made-in-germany,en:no-added-sugar	Deutschland	en:germany	Drogerie Müller	drogerie-muller	0					Deutschland	deutschland			Mais*, Sonnenblumenöl*, Meersalz, Parika*, Zwiebel*, natürliches Zitronenaroma, schwarzer Pfeffer*, Curcuma*, Gewürze* (Ingwer*, Coriander* Cumin*, Kardamon*, Fenchel*, Muskatnuss*, Zimt*, Nelke*), Bockshornkleesamen*, Säurungsmittel: Zitronensäure, natürliches Curcuma-Aroma.  *aus kotrolliert ökologischer Landwirtschaft										100g	100g	1922	kJ	460	kcal	20	g	2.2	g	56	g	1.3	g	8.7	g	8.2	g	2	g	0.8	g			1922	kJ																										https://wildcorn.de/collections/unsere-sorten/products/wildcorn-bio-popcorn-zuckerfrei-taxi-marrakech			4	en:4-ultra-processed-food-and-drink-products	c	10	b	79		9230	-5	-10	1	15												
29007431		de	Reis-Waffeln Popcorn				Waffeln				60 g	10,5 g	Kunststoff	en:plastic			Gutbio	gutbio		"Imbiss, Süßer Snack, Kekse und Kuchen, Gebäck, Waffeln"	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:waffles	"Bio, EU-Öko-Verordnung, en:gluten-free, BE-BIO-02, EU-/Nicht-EU-Landwirtschaft, Hergestellt in Belgien"	en:organic,en:eu-organic,en:gluten-free,en:be-bio-02,en:eu-non-eu-agriculture,en:made-in-belgium	Deutschland	en:germany	Aldi,Aldi Nord	aldi,aldi-nord	0									Mais, Rohrzucker, Aroma					Milch	en:milk	Milch, Sesam	en:milk,en:sesame-seeds		100g	100g	1668	kJ			1.5	g	0.3	g	87	g	4.2	g			7	g	0.01	g	0.004	g			1668	kJ																											en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	4	en:4-ultra-processed-food-and-drink-products	b	0	b	66		23851	-5	-10	1	15												
4260475960643		de	Popcorn Mais				Mais				500 g		Kunststoff	en:plastic			Popcornloop	popcornloop		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products	en:gluten-free	en:gluten-free	Deutschland	en:germany	Consumenta	consumenta	0					Nürnberg	nurnberg			Mais							Schalenfrüchte, Erdnüsse, Soja	en:nuts,en:peanuts,en:soybeans		100g	100g	1464	kJ			3.8	g	0.5	g	65	g	1.3	g			8.5	g	0.02	g	0.008	g			1464	kJ																											en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	unknown				-5	-10	1	0												
4334011039503		de	Toffee Popcorn								100 g	50 g	Kunststoff, PP - Polypropylen	en:plastic,en:pp-polypropylene			real Quality	real-quality		"Imbiss, Süßer Snack, Popcorn"	en:snacks,en:sweet-snacks,en:popcorn			Deutschland	en:germany			0																			100g	100g	1765	kJ			8.8	g	3.6	g	77	g	37	g			4.6	g	1.1	g	0.44	g			1765	kJ																															e	20	b	77		9230	-5	-8	0	0												
4260509930017		de	Cannon Ball				Popcorn mit Salz-Pfeffer-Geschmack				50 g	50 g	Kunststoff, Andere Kunststoffe	en:plastic,en:other-plastics			Wildcorn	wildcorn		Imbiss, Salzige Snacks, Popcorn, Gesalzenes Popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn	"Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Nicht EU-Landwirtschaft, Vegan, DE-ÖKO-013, EG-Öko-Verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, Hergestellt in Deutschland, Ohne Zuckerzusatz, Laktosefrei, Ohne Konservierungsstoffe"	en:organic,en:vegetarian,en:eu-organic,en:no-gluten,en:non-eu-agriculture,en:vegan,en:de-oko-013,en:eg-oko-verordnung,en:eu-agriculture,en:eu-non-eu-agriculture,en:made-in-germany,en:no-added-sugar,en:no-lactose,en:no-preservatives	Deutschland	en:germany	Alnatura	alnatura	0					Deutschland	deutschland			Mais*, Sonnenblumenöl*, Meersalz, Pfeffer*, Reisvollkornmehl*, Zwiebel*, Hefe*, Pastinake*, Liebstockwurzel*, Curcuma*, Macisblüte*, Piment*, Zitronenöl*, natürliches Citral, natürlicher Curcuma-Extrakt (* = aus kontrolliert biologischem Anbau)										100g	100g	1913	kJ	457	kcal	21	g	2.1	g	55	g	2.1	g	8.4	g	8.1	g	2.4	g	0.96	g			1913	kJ																										https://wildcorn.de/collections/wildcorn-bio-popcorn-zuckerfrei	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	3	en:3-processed-foods	d	12	b	79		9230	-5	-10	1	15												
4008258527030		de	Microwellen-Popcorn				Popcorn-Mais für die Mikrowelle, gesalzen				90 g		Pappe, 21 PAP	en:cardboard,en:non-corrugated-cardboard			Seeberger	seeberger		Imbiss, Salzige Snacks, Popcorn, Gesalzenes Popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn	Vegetarisch, Glutenfrei, Vegan, Laktosefrei, Ohne Palmöl	en:vegetarian,en:no-gluten,en:vegan,en:no-lactose,en:no-palm-oil	Deutschland	en:germany	"HIT,Popcorn-Mais 87 %,pflanzliche Öle (Sal,Sonnenblume),Salz (1,6 %),Emulgator: Lecithine"	hit,popcorn-mais-87,pflanzliche-ole-sal,sonnenblume,salz-1,6,emulgator-lecithine	0									"Popcorn-Mais 87 %, pflanzliche Öle (Sal, Sonnenblume), Salz (1,6 %), Emulgator: Lecithine"										100g	100g	1482	kJ	354	kcal	15	g	4.7	g	43	g	0.4	g			8.2	g	1.6	g	0.64	g			1482	kJ																										https://www.seeberger.de/mikrowellen-popcorn-salzig	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	4	en:4-ultra-processed-food-and-drink-products	d	15	a	84		9230	-5	-1	0	0												App - yuka, Apps
4031446877112		de	Mikrowellen Popcorn salzig	Mikrowellen Popcorn salzig			Popcorn gesalzen	Salted Popcorn			300 g		Pappe, 21 PAP	en:cardboard,en:non-corrugated-cardboard		"1 21 PAP box to recycle
3 transparent plastic wrappers to recycle
3 paper bags"	XOX	xox		Imbiss, Salzige Snacks, Popcorn, Gesalzenes Popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn			Deutschland	en:germany	EDEKA,HIT	edeka,hit	0									85% Maiskörner, 13% Palmöl, Speisesalz.	85% maize, 13% palm oil, salt									100g	100g	1614	kJ	387	kcal	14	g	6.2	g	49	g	0.7	g			8.9	g	2	g	0.8	g			1614	kJ																										https://www.xox.de/portfolio-item/xox-mikrowellen-popcorn-salzig-300g/	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	3	en:3-processed-foods	d	18	b	74		9230	-5	-1	0	0	-10											App - yuka, Apps, App - Open Food Facts
4007843611802		de	Classic Popcorn sweet & salty								180 g		Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene			Stenger,Stenger Waffeln GmbH	stenger,stenger-waffeln-gmbh		Imbiss, Popcorn	en:snacks,en:popcorn	Vegetarisch, Glutenfrei, Vegan, Grüner Punkt, Gentechnikfrei, Laktosefrei, Palmölfrei	en:vegetarian,en:no-gluten,en:vegan,en:green-dot,en:no-gmos,en:no-lactose,de:palmölfrei	Deutschland	en:germany			0					Mayen,Deutschland	mayen,deutschland			"Mais 74%, Zucker, pflanzliches Õl (Rapsöl), Salz."										100g	100g	1780	kJ			10.4	g	0.9	g	75	g	24	g			7.5	g	0.9	g	0.36	g			1780	kJ																			74	%									3	en:3-processed-foods	d	11	b	77		9230	-5	-8	0	0												
4316268545549		de	American Style Popcorn								200 g		Kunststoff, Tüte	en:plastic,en:bag			American Style	american-style		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Deutschland	en:germany			0									50% Maiskörner, 36% Zucker, Glukose-Fruktose-Sirup, Sonnenblumenöl, Emulgator: Lecithine.										100g	100g	1742	kJ	413	kcal	7.5	g	1.2	g	78.3	g	51.8	g	7.1	g	4.5	g	0	g	0	g			1742	kJ																					50	%							4	en:4-ultra-processed-food-and-drink-products	c	10	b	75		9230	-5	-10	1	0												App - yuka, Apps
4031446425016		de	Party-Popcorn karamell								500g		Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene			xox	xox		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn	Hergestellt in Deutschland	en:made-in-germany	Deutschland	en:germany	Metro,Kaufland	metro,kaufland	0									46% Zucker, 34% Maiskörner, Glukose-Fruktose-Sirup, Sonnenblumenol, Emulgator: Lecithine										100g	100g			420	kcal	6.7	g	0.7	g	84	g	57.3	g			3.8	g	0	g	0	g			420	kcal																													4	en:4-ultra-processed-food-and-drink-products	d	15	b	77		9230	-5	-8	0	0												App - yuka, Apps, App - Open Food Facts
4008258526002		de	"Mikrowellen Popcorn süß"				"Popcorn-Mais für die Mikrowelle mit Süßungsmitteln"				100g		Kunststoff	en:plastic			Seeberger, Apèro	seeberger,apero		"Imbiss, Süßer Snack, Popcorn"	en:snacks,en:sweet-snacks,en:popcorn			Deutschland	en:germany			0									"Popcorn-Mais 76%, Palmöl, Süßungsmittel: Isomalt, Sucralose, Aroma, Emulgator: Sonnenblumenlecithine"										100g	100g			412	kcal	18	g	8.5	g	54	g	1.1	g			7.8	g	0	g	0	g			412	kcal																													4	en:4-ultra-processed-food-and-drink-products	d	13	b	65		9230	-5	-10	1	0	-10											App - yuka, Apps, App - Speisekammer
4250221313403		de	Crunchy Popcorn Toffee								100 g		Kunststoff	en:plastic			Popcorn Company	popcorn-company		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Deutschland	en:germany			0									Mais, Zucker, Glucosesirup, Glucose-Fructose - Sirup, Palmfett, Kokosfett, Rapsöl, Zuckerrübensirup, jodiertes Speisesalz, _Weizenvollkornmehl_, Fruchtsaftkonzentrat (Limette, Zitrone), _Roggenvollkornmehl_, Backtriebmittel: Natriumcarbonate, Emulgator: Sonnenblumenlecithine, Sonnenblumenöl,	corn, sugar, glucose syrup, glucose-fructose syrup, palm fat, coconut fat, rapeseed oil, sugar beet syrup, iodized table salt, whole wheat flour, fruit juice concentrate (lime, lemon), whole rye flour, raising agent: sodium carbonates, emulsifier: sunflower lecithins, sunflower oil,				Gluten	en:gluten				100g	100g			419	kcal	8.8	g	3.6	g	77	g	37	g	6.2	g	4.6	g	1.1	g	0.44	g			419	kcal																													4	en:4-ultra-processed-food-and-drink-products	d	15	b	65		9230	-5	-10	1	0	-10											App - InFood, Apps
4337185724305		de	"K-Classic Halloween Popcorn süß"								250g	30g	Kunststoff, Eimer, Hartplastik Becher	en:plastic,de:eimer,de:hartplastik-becher			K-Classic	k-classic		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Deutschland	en:germany	Kaufland	kaufland	0				The Snack & Nut Company GmbH, Postfach 21 04 12, 50530 Köln, Deutschland	The Snack & Nut Company GmbH,50530 Köln,Deutschland	the-snack-nut-company-gmbh,50530-koln,deutschland			Glukose-Fruktose-Sirup, Mais, Zucker Sonnenblumenöl (4 %), Emulgator: Sonnenblumenlecithine										100g	100g	1760	kJ	417	kcal	5.9	g	0.7	g	84	g	44	g	4.9	g	4.4	g	0.01	g	0.004	g	0	% vol	1760	kJ																													4	en:4-ultra-processed-food-and-drink-products	c	9	b	75		9230	-5	-10	1	0												App - yuka, Apps, App - Open Food Facts
4001242005200		de	Mikrowellen Popcorn Karamell		Chio Mikrowellen Popcorn Karamell						100 g		Tüte, Packung(en)	en:bag,de:packung-en			Chio	chio		"Imbiss, Süßer Snack, Popcorn, en:Popcorn with caramel, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:popcorn-with-caramel,en:sugared-popcorn	Vegetarisch, Glutenfrei	en:vegetarian,en:no-gluten	Deutschland, Schweiz	en:germany,en:switzerland			0									"Mais, Dextrese, Palmöl, Überzugsmittel (Isomalt), Aroma, Emulgator (Sonnenblumenlecithine), Sonnenblumenöl, Farbstoffe (Paprikaextrakt, Beta-Carotine), Süßungsmittel (Sucralose)."										100g	100g	1734	kJ	413	kcal	14	g	6.8	g	62	g	16	g			6.4	g	0.01	g	0.004	g			1734	kJ	4.8	g	2.4	g																									4	en:4-ultra-processed-food-and-drink-products	d	14	c	48		9232	-5	-15	0	0	-10											App - yuka, Apps, App - off, App - Open Food Facts
7613269194217		en	Popcorn-Mais	Popcorn	Maïs pour Popcorn	Granoturco per popcorn					500g		Pack	en:pack			Migros M Classic	migros-m-classic		Snacks, Popcorn, fr:mais-pour-popcorn	en:snacks,en:popcorn,fr:mais-pour-popcorn			Germany, Switzerland	en:germany,en:switzerland	Migros	migros	0									Popcorn-Mais		"Matis pour popcorn 
Préparation: faire chauffer une poele assez grande (antiadhésive), verser 30g de maïs pour popcorn (2 cuillères à soupe) et couvrir immédiatement. Faire chauffer à petit feu jusqu'à ce que tous les grains aient éclaté (2 à 3 minutes). Verser dans un plat et saupoudrer Hier ö fibre al Elwes SalET S à volonté de sel ou de sucre."	Granoturco per popcorn							100g	100g	1587	kj	376	kcal	3.5	g	0.60000002384186	g	71	g	1.5	g	11	g	10	g	0	g	0	g			1587	kj																															a	-6	b	75		9230	-5	-10	0	0												App - yuka, Apps, App - Speisekammer, Database - FoodRepo / openfood.ch, Databases
4260446597014		de	Monster Lecker				"Popcorn mit 29% Karamellüberzug, 22% kakaohaltigen Mürbegebäckstückchen und 11% weißer Schokolade"				100 g		Kunststoff	en:plastic			Pechkeks	pechkeks		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Deutschland	en:germany	Edeka	edeka	0									Zucker, Kakaobutter, Mais 14,6%, Kakaopulver stark entölt, _Weizenmehl_, Dextrose, _Butter_, pflanzliches Fett (Palm), _Vollmilchpulver_, _Schlagsahne_, fettarmes Kakaopulver, Glukose-Fruktose-Sirup, Rapsöl, _Magermilchpulver_, Salz, natürliche Aromen, Bourbon Vanilleschotenpulver, Backtriebmittel: Ammoniumhydrogencarbonat, Natriumhydrogencarbonat; Säureregulatoren: Natriumhydroxid, Kaliumcarbonat; Emulgator: _Sojalecithine_					Gluten, Milch, Soja	en:gluten,en:milk,en:soybeans	Eier, Schalenfrüchte, Schwefeldioxid und Sulfite	en:eggs,en:nuts,en:sulphur-dioxide-and-sulphites		100g	100g	2180	kJ	521	kcal	27.1	g	15.4	g	60.2	g	40.2	g			6.3	g	1.62	g	0.648	g			2180	kJ																										https://pech-keks.de/			4	en:4-ultra-processed-food-and-drink-products	e	32	b	65		9230	-5	-10	1	0	-10											App - yuka, Apps, App - Open Food Facts
4000607717802		de	Perfect Match Popcorn & Caramel								100 g		Papier	en:paper			Schogetten	schogetten		"Imbiss, Süßer Snack, en:Cocoa and its products, Schokoladen"	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates			Deutschland	en:germany			0					Saarlouis	saarlouis			"Zucker, Palmfett, Kakaobutter, Sahnepulver, Vollmilchpulver, Kakaomasse, Süßmolkenpulver, Mais (1,8%), Butter, Glukosesirup, Emulgatoren (Lecithine (Soja), Sonnenblumenöl, Aromen, Milchzucker, Sahne, Salz, Vanilleextrakt, Antioxidationsmittel (E392)."					Milch, Soja	en:milk,en:soybeans	Eier, Gluten, Schalenfrüchte, Erdnüsse	en:eggs,en:gluten,en:nuts,en:peanuts		100g	100g	2380	kJ	571	kcal	37	g	22	g	54	g	52	g			4.8	g	0.28	g	0.112	g			2380	kJ																											en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	28	unknown				-5	-1	0	0	-10											App - yuka, Apps, App - Open Food Facts
8690804001918		fr	Popcorn		Baktat Popcorn Mais						1 kg		Plastique	en:plastic			Suntat	suntat		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Maïs"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:corn			Allemagne	en:germany			0									Popcorn Mais										100g	100g			377	kcal	3.5	g	0.6	g	71	g	1.5	g	10.6	g	12.5	g	0	g	0	g			377	kcal																										www.suntat.de	en:cereals	en:cereals-and-potatoes,en:cereals			a	-6	unknown				-5	-10	1	0												App - yuka, Apps
4311501611784		de	Edeka Pop Corn								200g	200g	Folie	en:film			Gut & günstig	gut-gunstig		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany	Edeka	edeka	0									Mais, Zucker, Glukose Fruktose Sinp, Sonnenblumenöl, Emulgator (Lecithin)										100g	100g			413	kcal	7.5	g	1.2	g	78.3	g	51.8	g	7.1	g	4.5	g	0	g	0	g			413	kcal																													4	en:4-ultra-processed-food-and-drink-products	d	11	a	84		9230	-5	-1	0	0												App - off, Apps, App - yuka
81199204		de	"Popcorn süß & salzig"								90g	30g	Kunststoff	en:plastic			Heimatgut	heimatgut		Imbiss, Popcorn, Knapper	en:snacks,en:popcorn,de:knapper	"Bio, EG-Öko-Verordnung"	en:organic,en:eg-oko-verordnung	Deutschland	en:germany			0									Mais* 58,6%, Rohrzucker* 27,8%, Kokosöl* 12,9%, Meersalz 0,7%							Mais	de:mais		100g	100g			450	kcal	17	g	14	g	62	g	28	g	10	g	6.6	g	0.7	g	0.28	g			450	kcal																													3	en:3-processed-foods	e	19	b	75		9230	-5	-10	1	0												
4007843622013		de	Popcorn		Popcorn						200g		Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene			Stenger	stenger		"Imbiss, Süßer Snack, Popcorn"	en:snacks,en:sweet-snacks,en:popcorn	DLG, Vegetarisch, DLG Goldener Preis, Glutenfrei, Vegan, DLG Goldener Preis 2016, Laktosefrei	en:german-agricultural-society,en:vegetarian,en:gold-medal-of-the-german-agricultural-society,en:no-gluten,en:vegan,en:2016-gold-medal-of-the-german-agricultural-society,en:no-lactose	Deutschland	en:germany	Globus,Zimmermann Restposten	globus,zimmermann-restposten	0					Mayen,Deutschland	mayen,deutschland			"Mais 67%, Zucker 20%, pflanzliches Öl (Palm),"	corn 67%, sugar 20%, vegetable oil (palm),									100g	100g			404	kcal	7.9	g	2.7	g	68.2	g	31.8	g			7.4	g	0.01	g	0.004	g			404	kcal																													3	en:3-processed-foods	d	14	b	67		9230	-5	-8	0	0	-10											App - yuka, Apps, App - InFood
20252809		fr			Yogurt Toffee Popcorn Flavor				Yaourt avec 3.6% popcorn au caramel, 5% de Mat. Gr. dans la partie lactée	Yoghurt met 3.6% caramel-popcorn, 5% vet in het melkaandeel	150 g		Plastique, Frais, PP - Polypropylène, nl:41	en:plastic,en:fresh,en:pp-polypropylene,nl:41			McEnnedy	mcennedy		Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts	en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts	Fabriqué en Allemagne	en:made-in-germany	France, Allemagne	en:france,en:germany	Lidl	lidl	0					Molkerei Gropper GmbH & Co KG,Am Mühlberg 2,86657,Bissingen,Duitsland	molkerei-gropper-gmbh-co-kg,am-muhlberg-2,86657,bissingen,duitsland	DE BY-77723 EC	de-by-77723-ec					yoghurt (_melk_), water, suiker, dextrose, glucose-fructosestroop, koolzaadolie, maïs, aroma, magere _melkpoeder_, glucosestroop	Lait	en:milk	"Fruits à coque, nl:pinda-s"	en:nuts,nl:pinda-s		100g	100g			116	kcal	3.7	g	2.3	g	15.9	g	14.1	g			4.2	g	0.13	g	0.052	g			116	kcal																											en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt			c	4	unknown				-5	-8	0	0												App - yuka, Apps, App - Open Food Facts
4000539226809		de	Hello my name is Sweet Popcorn		Hello my name is Sweet Popcorn		Vollmilch-Schokolade mit Schoko-Popcorn-Füllung (37%)		Chocolat au lait fourré de popcorn caramélisé		100 g		Metall, Wiederverwertbare Metalle, Aluminium, en:Container	en:metal,en:recyclable-metals,en:aluminium,en:container			Lindt	lindt		"Imbiss, Süßer Snack, en:Cocoa and its products, Schokoladen, Milchschokoladen"	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates	Hergestellt in Deutschland	en:made-in-germany	Dänemark, Frankreich, Deutschland	en:denmark,en:france,en:germany	Irma.dk,sky	irma-dk,sky	0					Allemagne,Deutschland	allemagne,deutschland			Zucker, Kakaobutter, _Vollmilchpulver_, Kakaomasse, _Milchzucker_, Palmöl, Mais-Popcorn-Granulat 4% (Mais, Zucker, Popcorn, Sonnenblumenöl, Glukose, Emulgator (Rapslecithin), Aroma, Salz), _Butterreinfett_, _Magermilchpulver_, Emulgator (_Soja_-, Sonnenblumenlecithin), _Gerstenmalzextrakt_, Aroma Vanillin, natürliches Aroma.		Sucre, beurre de cacao, poudre de lait, pâte de cacao, lactose, huile de palme, pop-corn 4% (maïs, sucre, pop corn, huile de tournesol, glucose, émulsifiant (lécithine de colza), arôme, sel), beurre laitier concentré, poudre de lait écrémé, émulsifiant (lécithine soja-tournesol), extrait de malt d'orge, arômes.			Gluten, Milch, Soja	en:gluten,en:milk,en:soybeans	Schalenfrüchte	en:nuts		100g	100g	2359	kJ	566	kcal	36	g	21	g	53	g	50	g			6.6	g	0.23	g	0.092	g			2359	kJ																											en:chocolate-products	en:sugary-snacks,en:chocolate-products	4	en:4-ultra-processed-food-and-drink-products	e	28	e	6		31004	-5	-3	0	0	-10											
9002859048463		de	Lecker-süsses Popcorn Von Flintstones Im 300g Beutel Snackline		Lecker-süsses Popcorn Von Flintstones Im 300g Beutel Snackline						300 g		Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene			Snackline,Gunz	snackline,gunz		Imbiss, Popcorn	en:snacks,en:popcorn	Hergestellt in Deutschland	en:made-in-germany	Frankreich, Deutschland	en:france,en:germany			0					Deutschland	deutschland			Mais, Zucker, Rapsöl.		"corn, sugar, rapeseed oil. Product of Germany. (C) Popcorn sladký. Stožení: kukuřice, cukr, řepkový olej. Vyrobeno v Německu. (E) Palomitas dulces. Ingredientes: maiz, azúcar, aceite de colza. Elaborado en Alemania. (S) Söta popcor. Ingredienser:majs, socker, rapsolja. Tillverkad i Tyskland. (R01"								100g	100g			394	kcal	3.9	g	0.5	g	79	g	26	g			6.9	g	0	g	0	g			394	kcal																													3	en:3-processed-foods	c	5	b	77		9230	-5	-8	0	0												App - yuka, Apps
7617027113410		fr	Popcorn gesalzen	Popcorn	Popcorn gesalzen	Popcorn salati	Zubereitung für Popcorn, gesalzen		Pop-corn salé allégé en matière grasse - Léger, Popcorn Salés		255 g (3 * 85 g e)	30 g	Plastique, Carton	en:plastic,en:cardboard			Migros, Migros Léger, Apèro	migros,migros-leger,apero		Snacks, Snacks salés, Popcorn, Popcorn salé	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn	Peu ou pas de matière grasse, Peu de matière grasse, Allégé en matière grasse, Moins 30% de matière grasse, Fabriqué en France	en:low-or-no-fat,en:low-fat,en:reduced-fat,en:30-less-fat,en:made-in-france	France, Allemagne, Suisse	en:france,en:germany,en:switzerland	Migros	migros	0					France	france			Mais 88%, Palmöl, Kochsalz.		Maïs 88 %, huile de palme, sel de cuisine.	granoturco 88%, olio di palma, sale da cucina.							100g	100g	1570	kJ	374	kcal	12	g	6	g	53	g	1	g	9	g	9	g	2.5999999046326	g	1.03999996185304	g			1570	kJ																											en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	3	en:3-processed-foods	d	14	b	64		9230	-5	-11	1	0	-10											Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Speisekammer
